schoolnr,pupilNR,lang,ses,Iqverb,sex,Minority,denomina,schses,schiqv,shcmin
37,530,35,-7.73,2.13,1,0,3,4.204,0.3573,0
37,531,41,-4.73,0.63,1,0,3,4.204,0.3573,0
37,532,36,-8.73,-1.87,0,0,3,4.204,0.3573,0
37,533,34,6.27,0.63,0,0,3,4.204,0.3573,0
37,534,38,-1.73,-2.87,1,0,3,4.204,0.3573,0
37,535,44,-9.73,0.63,1,0,3,4.204,0.3573,0
37,536,33,6.27,-0.87,0,0,3,4.204,0.3573,0
37,537,43,19.27,-0.37,1,0,3,4.204,0.3573,0
37,538,34,13.27,-0.37,0,0,3,4.204,0.3573,0
37,539,45,13.27,0.13,1,0,3,4.204,0.3573,0
37,540,37,13.27,1.63,0,0,3,4.204,0.3573,0
37,541,34,-1.73,1.13,0,0,3,4.204,0.3573,0
37,542,46,-1.73,-0.37,1,0,3,4.204,0.3573,0
37,543,40,-1.73,-0.87,0,0,3,4.204,0.3573,0
37,544,54,13.27,1.63,0,0,3,4.204,0.3573,0
37,545,44,-9.73,-0.37,1,0,3,4.204,0.3573,0
37,546,42,-9.73,-0.37,0,0,3,4.204,0.3573,0
37,547,58,18.27,3.63,1,0,3,4.204,0.3573,0
37,548,53,1.27,1.63,1,0,3,4.204,0.3573,0
37,549,52,15.27,1.13,1,0,3,4.204,0.3573,0
37,550,51,17.27,0.13,1,0,3,4.204,0.3573,0
37,551,55,6.27,0.63,1,0,3,4.204,0.3573,0
37,552,48,9.27,1.63,0,0,3,4.204,0.3573,0
37,553,52,13.27,2.63,0,0,3,4.204,0.3573,0
37,554,56,17.27,3.63,1,0,3,4.204,0.3573,0
38,558,42,22.27,-0.87,0,0,2,0.666,-0.3185,0
38,559,42,12.27,-1.87,1,0,2,0.666,-0.3185,0
38,560,34,-7.73,-2.37,1,0,2,0.666,-0.3185,0
38,561,47,-7.73,-2.37,0,0,2,0.666,-0.3185,0
38,562,43,19.27,-1.87,0,0,2,0.666,-0.3185,0
38,563,45,19.27,-0.87,0,0,2,0.666,-0.3185,0
38,564,53,-7.73,0.13,1,0,2,0.666,-0.3185,0
38,565,53,12.27,0.13,1,0,2,0.666,-0.3185,0
38,566,42,2.27,0.13,1,0,2,0.666,-0.3185,0
38,567,40,2.27,-0.87,0,0,2,0.666,-0.3185,0
38,568,50,17.27,0.63,1,0,2,0.666,-0.3185,0
38,569,41,-4.73,0.63,0,0,2,0.666,-0.3185,0
38,570,35,2.27,-2.87,0,0,2,0.666,-0.3185,0
38,571,42,-7.73,1.13,0,0,2,0.666,-0.3185,0
38,572,52,-2.73,1.13,1,0,2,0.666,-0.3185,0
38,573,26,-7.73,-2.87,0,0,2,0.666,-0.3185,0
38,574,39,-4.73,0.13,0,0,2,0.666,-0.3185,0
38,575,33,-7.73,-3.87,0,0,2,0.666,-0.3185,0
38,576,50,-7.73,1.63,1,0,2,0.666,-0.3185,0
38,577,38,-7.73,-1.87,0,0,2,0.666,-0.3185,0
38,578,45,-4.73,1.63,0,0,2,0.666,-0.3185,0
38,579,43,5.27,2.63,0,0,2,0.666,-0.3185,0
38,580,41,-7.73,0.13,1,0,2,0.666,-0.3185,0
38,581,36,-2.73,-1.37,1,0,2,0.666,-0.3185,0
38,582,38,2.27,0.13,1,0,2,0.666,-0.3185,0
38,583,31,-7.73,-2.37,0,0,2,0.666,-0.3185,0
38,584,53,9.27,3.63,1,0,2,0.666,-0.3185,0
38,585,35,-10.73,1.63,0,0,2,0.666,-0.3185,0
39,586,31,-14.73,-5.37,1,1,1,-1.357,0.0776,0.074
39,587,32,-8.73,-0.87,1,0,1,-1.357,0.0776,0.074
39,588,37,-10.73,-1.87,0,0,1,-1.357,0.0776,0.074
39,589,40,-7.73,-1.37,0,0,1,-1.357,0.0776,0.074
39,590,52,1.27,2.63,0,0,1,-1.357,0.0776,0.074
39,591,41,-12.73,-1.87,0,0,1,-1.357,0.0776,0.074
39,592,50,0.27,0.13,0,0,1,-1.357,0.0776,0.074
39,593,39,-8.73,-1.37,0,0,1,-1.357,0.0776,0.074
39,594,49,0.27,-1.87,1,0,1,-1.357,0.0776,0.074
39,595,48,-1.73,-0.87,1,0,1,-1.357,0.0776,0.074
39,596,49,-6.73,-0.37,1,0,1,-1.357,0.0776,0.074
39,597,46,0.27,1.63,1,0,1,-1.357,0.0776,0.074
39,598,47,9.27,-0.87,0,0,1,-1.357,0.0776,0.074
39,599,36,-13.73,-1.37,0,0,1,-1.357,0.0776,0.074
39,600,53,0.27,4.63,1,0,1,-1.357,0.0776,0.074
39,601,45,-4.73,-1.87,1,0,1,-1.357,0.0776,0.074
39,602,48,4.27,-0.87,1,0,1,-1.357,0.0776,0.074
39,603,55,-1.73,0.63,1,0,1,-1.357,0.0776,0.074
39,604,51,-4.73,2.63,1,0,1,-1.357,0.0776,0.074
39,605,57,15.27,1.63,0,0,1,-1.357,0.0776,0.074
39,606,38,4.27,0.13,1,0,1,-1.357,0.0776,0.074
39,607,43,13.27,-0.87,1,1,1,-1.357,0.0776,0.074
39,608,52,1.27,3.13,0,0,1,-1.357,0.0776,0.074
39,609,54,7.27,1.13,1,0,1,-1.357,0.0776,0.074
39,610,40,-8.73,-1.37,0,0,1,-1.357,0.0776,0.074
39,611,48,9.27,4.13,0,0,1,-1.357,0.0776,0.074
39,612,54,2.27,2.63,0,0,1,-1.357,0.0776,0.074
40,614,41,17.27,-0.37,0,0,3,5.311,0.2101,0.038
40,615,27,12.27,-2.87,0,0,3,5.311,0.2101,0.038
40,616,30,22.27,-1.87,0,0,3,5.311,0.2101,0.038
40,617,48,22.27,0.63,0,0,3,5.311,0.2101,0.038
40,618,36,12.27,0.13,0,0,3,5.311,0.2101,0.038
40,619,30,-7.73,-2.37,0,0,3,5.311,0.2101,0.038
40,620,18,2.27,-0.37,0,0,3,5.311,0.2101,0.038
40,621,34,-7.73,0.63,0,0,3,5.311,0.2101,0.038
40,622,49,22.27,1.13,0,0,3,5.311,0.2101,0.038
40,623,44,-7.73,0.63,0,0,3,5.311,0.2101,0.038
40,624,50,2.27,3.63,0,0,3,5.311,0.2101,0.038
40,625,51,-7.73,2.13,1,0,3,5.311,0.2101,0.038
40,626,50,-7.73,1.63,1,0,3,5.311,0.2101,0.038
40,627,50,2.27,2.13,1,0,3,5.311,0.2101,0.038
40,628,44,2.27,0.13,1,0,3,5.311,0.2101,0.038
40,629,48,12.27,1.13,1,0,3,5.311,0.2101,0.038
40,630,26,-7.73,-2.37,1,0,3,5.311,0.2101,0.038
40,631,50,2.27,1.63,1,0,3,5.311,0.2101,0.038
40,632,52,2.27,3.13,1,0,3,5.311,0.2101,0.038
40,633,46,22.27,0.63,1,0,3,5.311,0.2101,0.038
40,634,50,12.27,1.63,1,0,3,5.311,0.2101,0.038
40,635,36,2.27,-0.87,1,0,3,5.311,0.2101,0.038
40,636,44,12.27,-0.87,1,0,3,5.311,0.2101,0.038
40,637,35,-7.73,-0.37,1,0,3,5.311,0.2101,0.038
40,638,20,2.27,0.63,1,0,3,5.311,0.2101,0.038
41,652,38,-7.73,-0.37,0,1,2,-10.261,0.2665,0.267
41,653,40,-7.73,1.13,0,0,2,-10.261,0.2665,0.267
41,654,31,-7.73,0.63,1,0,2,-10.261,0.2665,0.267
41,655,38,2.27,-1.37,1,0,2,-10.261,0.2665,0.267
41,656,29,-7.73,-0.87,0,0,2,-10.261,0.2665,0.267
41,657,52,-7.73,3.13,1,0,2,-10.261,0.2665,0.267
41,658,41,-7.73,3.13,0,0,2,-10.261,0.2665,0.267
41,659,48,-7.73,1.13,0,0,2,-10.261,0.2665,0.267
41,660,50,-7.73,3.63,1,0,2,-10.261,0.2665,0.267
41,661,37,-12.73,-0.37,0,0,2,-10.261,0.2665,0.267
41,662,30,-17.73,-0.87,0,1,2,-10.261,0.2665,0.267
41,663,28,-12.73,-1.87,1,0,2,-10.261,0.2665,0.267
41,664,30,-17.73,-2.37,0,1,2,-10.261,0.2665,0.267
42,665,45,0.27,-0.37,0,0,3,4.058,-0.0454,0
42,666,25,10.27,-0.37,0,0,3,4.058,-0.0454,0
42,667,49,15.27,2.63,1,0,3,4.058,-0.0454,0
42,668,30,12.27,0.13,1,0,3,4.058,-0.0454,0
42,669,35,12.27,0.63,0,0,3,4.058,-0.0454,0
42,670,18,2.27,-2.37,0,0,3,4.058,-0.0454,0
42,671,39,-7.73,-0.87,1,0,3,4.058,-0.0454,0
42,672,20,-7.73,-1.87,0,0,3,4.058,-0.0454,0
42,673,47,2.27,2.63,1,0,3,4.058,-0.0454,0
42,674,34,10.27,-0.87,1,0,3,4.058,-0.0454,0
42,675,45,20.27,1.13,0,0,3,4.058,-0.0454,0
42,676,31,-7.73,-0.37,1,0,3,4.058,-0.0454,0
42,677,38,-2.73,-0.37,1,0,3,4.058,-0.0454,0
42,678,38,-2.73,-0.37,1,0,3,4.058,-0.0454,0
44,679,33,-16.73,-1.87,1,1,3,-8.977,-0.7418,0.188
44,680,26,-12.73,-0.87,0,0,3,-8.977,-0.7418,0.188
44,681,43,-2.73,-0.37,1,0,3,-8.977,-0.7418,0.188
44,682,34,-9.73,-1.37,1,1,3,-8.977,-0.7418,0.188
44,683,39,-9.73,-0.37,0,0,3,-8.977,-0.7418,0.188
44,684,36,-17.73,-1.37,0,1,3,-8.977,-0.7418,0.188
44,685,46,-10.73,0.63,0,0,3,-8.977,-0.7418,0.188
44,686,38,-2.73,-0.87,0,0,3,-8.977,-0.7418,0.188
44,687,25,-9.73,-0.87,0,0,3,-8.977,-0.7418,0.188
44,688,23,-9.73,-2.37,1,0,3,-8.977,-0.7418,0.188
44,689,38,-2.73,0.63,0,0,3,-8.977,-0.7418,0.188
44,690,53,-2.73,0.63,1,0,3,-8.977,-0.7418,0.188
44,691,31,-10.73,-1.87,0,0,3,-8.977,-0.7418,0.188
44,692,45,-7.73,-1.37,0,0,3,-8.977,-0.7418,0.188
44,693,43,-7.73,-0.37,0,0,3,-8.977,-0.7418,0.188
44,694,26,-9.73,0.13,0,0,3,-8.977,-0.7418,0.188
45,695,36,-9.73,-0.37,1,0,2,-4.172,0.2165,0
45,696,15,-14.73,-4.87,0,0,2,-4.172,0.2165,0
45,697,37,-3.73,-1.37,0,0,2,-4.172,0.2165,0
45,698,38,-12.73,-0.87,0,0,2,-4.172,0.2165,0
45,699,47,-0.73,-0.37,1,0,2,-4.172,0.2165,0
45,700,36,-11.73,0.63,0,0,2,-4.172,0.2165,0
45,701,37,-6.73,-0.37,0,0,2,-4.172,0.2165,0
45,702,43,17.27,1.63,0,0,2,-4.172,0.2165,0
45,703,48,17.27,1.63,1,0,2,-4.172,0.2165,0
45,704,45,-10.73,-0.87,1,0,2,-4.172,0.2165,0
45,705,48,17.27,0.13,0,0,2,-4.172,0.2165,0
45,706,47,-4.73,0.63,0,0,2,-4.172,0.2165,0
45,707,40,-12.73,0.63,1,0,2,-4.172,0.2165,0
45,708,51,-11.73,0.63,1,0,2,-4.172,0.2165,0
45,709,45,-6.73,1.13,0,0,2,-4.172,0.2165,0
45,710,51,-12.73,2.13,1,0,2,-4.172,0.2165,0
45,711,52,4.27,3.63,0,0,2,-4.172,0.2165,0
45,712,47,-11.73,0.13,0,0,2,-4.172,0.2165,0
47,717,29,-10.73,-1.37,0,0,3,-9.394,-3.4085,0.5
47,718,15,-9.73,-4.87,0,0,3,-9.394,-3.4085,0.5
47,719,29,-7.73,-1.87,0,0,3,-9.394,-3.4085,0.5
47,720,20,-17.73,-0.87,0,0,3,-9.394,-3.4085,0.5
47,721,23,-17.73,-7.37,1,1,3,-9.394,-3.4085,0.5
47,722,27,-7.73,-5.87,1,1,3,-9.394,-3.4085,0.5
47,723,22,-2.73,-1.87,0,1,3,-9.394,-3.4085,0.5
47,724,23,-2.73,-4.37,0,1,3,-9.394,-3.4085,0.5
48,725,16,-16.73,-6.87,1,1,2,-8.852,-0.9845,0.353
48,731,44,2.27,0.63,0,0,2,-8.852,-0.9845,0.353
48,732,25,-17.73,-2.87,0,1,2,-8.852,-0.9845,0.353
48,733,30,-10.73,-1.37,0,1,2,-8.852,-0.9845,0.353
48,734,32,-2.73,0.13,1,0,2,-8.852,-0.9845,0.353
48,735,35,-17.73,-0.87,1,0,2,-8.852,-0.9845,0.353
48,736,32,-7.73,-3.37,1,0,2,-8.852,-0.9845,0.353
48,737,28,-17.73,0.13,1,0,2,-8.852,-0.9845,0.353
48,738,37,2.27,1.63,1,0,2,-8.852,-0.9845,0.353
48,739,46,-17.73,1.13,1,0,2,-8.852,-0.9845,0.353
48,740,52,-0.73,0.63,1,0,2,-8.852,-0.9845,0.353
48,741,40,-17.73,-1.87,1,1,2,-8.852,-0.9845,0.353
49,742,51,22.27,1.13,1,1,1,2.606,-0.9224,0.333
49,743,46,-2.73,-1.37,1,0,1,2.606,-0.9224,0.333
49,744,18,-10.73,-3.87,1,0,1,2.606,-0.9224,0.333
49,745,32,-10.73,-3.37,1,1,1,2.606,-0.9224,0.333
49,746,41,22.27,1.63,1,1,1,2.606,-0.9224,0.333
49,747,46,22.27,1.63,1,0,1,2.606,-0.9224,0.333
49,748,25,-10.73,-2.87,1,0,1,2.606,-0.9224,0.333
49,749,21,-7.73,-0.87,0,0,1,2.606,-0.9224,0.333
49,750,31,-0.73,-0.37,0,0,1,2.606,-0.9224,0.333
50,751,43,6.27,-2.37,1,0,2,-2.287,-0.9068,0.04
50,752,36,-1.73,-3.37,1,0,2,-2.287,-0.9068,0.04
50,753,25,-9.73,-1.37,1,0,2,-2.287,-0.9068,0.04
50,754,25,-17.73,-1.87,0,0,2,-2.287,-0.9068,0.04
50,755,24,-9.73,-4.87,1,0,2,-2.287,-0.9068,0.04
50,756,38,-9.73,-0.37,1,0,2,-2.287,-0.9068,0.04
50,757,44,13.27,0.13,0,0,2,-2.287,-0.9068,0.04
50,758,33,-9.73,-3.87,1,0,2,-2.287,-0.9068,0.04
50,759,32,-9.73,-1.87,1,0,2,-2.287,-0.9068,0.04
50,760,39,-1.73,0.13,0,0,2,-2.287,-0.9068,0.04
50,761,28,-17.73,-3.87,1,1,2,-2.287,-0.9068,0.04
50,762,36,13.27,1.63,0,0,2,-2.287,-0.9068,0.04
50,763,30,-9.73,-1.37,0,0,2,-2.287,-0.9068,0.04
50,764,42,-9.73,1.63,0,0,2,-2.287,-0.9068,0.04
50,765,38,6.27,-0.87,1,0,2,-2.287,-0.9068,0.04
50,766,40,13.27,2.13,1,0,2,-2.287,-0.9068,0.04
50,767,40,6.27,0.63,0,0,2,-2.287,-0.9068,0.04
50,768,48,21.27,-1.37,0,0,2,-2.287,-0.9068,0.04
50,769,41,-17.73,-2.37,0,0,2,-2.287,-0.9068,0.04
50,770,42,13.27,0.63,1,0,2,-2.287,-0.9068,0.04
50,771,44,-9.73,-2.37,1,0,2,-2.287,-0.9068,0.04
50,773,44,13.27,-4.37,0,0,2,-2.287,-0.9068,0.04
50,774,54,-9.73,4.13,0,0,2,-2.287,-0.9068,0.04
50,775,50,-9.73,2.63,1,0,2,-2.287,-0.9068,0.04
52,782,25,-14.73,-1.37,0,0,3,-5.468,0.1517,0.037
52,783,28,-17.73,-1.37,0,1,3,-5.468,0.1517,0.037
52,784,39,2.27,1.63,1,0,3,-5.468,0.1517,0.037
52,785,25,17.27,-0.87,0,0,3,-5.468,0.1517,0.037
52,786,49,15.27,2.63,0,0,3,-5.468,0.1517,0.037
52,787,34,-9.73,-0.87,0,0,3,-5.468,0.1517,0.037
52,788,36,-7.73,3.63,0,0,3,-5.468,0.1517,0.037
52,789,19,-14.73,-1.37,0,0,3,-5.468,0.1517,0.037
52,790,48,0.27,-0.87,0,0,3,-5.468,0.1517,0.037
52,791,22,-12.73,-0.37,0,0,3,-5.468,0.1517,0.037
52,792,47,7.27,5.13,0,0,3,-5.468,0.1517,0.037
52,793,47,-12.73,0.63,1,0,3,-5.468,0.1517,0.037
52,794,44,-7.73,0.13,1,0,3,-5.468,0.1517,0.037
52,795,35,-7.73,0.13,1,0,3,-5.468,0.1517,0.037
52,796,43,5.27,5.13,1,0,3,-5.468,0.1517,0.037
52,797,38,-17.73,-4.87,1,0,3,-5.468,0.1517,0.037
52,798,44,-12.73,1.63,1,0,3,-5.468,0.1517,0.037
52,799,37,-2.73,-0.37,1,0,3,-5.468,0.1517,0.037
52,800,44,7.27,1.13,1,0,3,-5.468,0.1517,0.037
52,801,32,-12.73,-0.87,1,0,3,-5.468,0.1517,0.037
52,802,42,12.27,1.63,1,0,3,-5.468,0.1517,0.037
53,803,45,2.27,0.13,1,0,2,-2.394,0.8582,0.143
53,804,34,-6.73,-1.37,1,0,2,-2.394,0.8582,0.143
53,806,42,-3.73,0.13,1,0,2,-2.394,0.8582,0.143
53,808,42,-1.73,1.13,1,0,2,-2.394,0.8582,0.143
53,809,42,-6.73,-0.37,0,0,2,-2.394,0.8582,0.143
53,810,36,-6.73,-1.87,1,0,2,-2.394,0.8582,0.143
53,811,50,-1.73,1.13,1,0,2,-2.394,0.8582,0.143
53,812,43,-1.73,-0.37,0,0,2,-2.394,0.8582,0.143
53,813,46,-3.73,-0.37,0,0,2,-2.394,0.8582,0.143
53,814,43,9.27,-0.37,1,1,2,-2.394,0.8582,0.143
53,815,53,0.27,5.63,0,0,2,-2.394,0.8582,0.143
53,816,52,-10.73,1.63,0,0,2,-2.394,0.8582,0.143
53,817,46,12.27,3.63,0,1,2,-2.394,0.8582,0.143
53,818,57,0.27,1.63,1,0,2,-2.394,0.8582,0.143
53,819,51,4.27,1.63,0,1,2,-2.394,0.8582,0.143
53,820,49,-1.73,1.63,0,0,2,-2.394,0.8582,0.143
53,821,51,-3.73,2.63,0,0,2,-2.394,0.8582,0.143
53,822,51,-7.73,3.13,0,0,2,-2.394,0.8582,0.143
53,823,39,-7.73,0.13,0,0,2,-2.394,0.8582,0.143
54,825,36,15.27,-0.87,0,0,1,12.804,1.1009,0
54,826,42,22.27,0.63,1,0,1,12.804,1.1009,0
54,827,50,9.27,-0.37,1,0,1,12.804,1.1009,0
54,828,52,20.27,0.13,1,0,1,12.804,1.1009,0
54,829,46,2.27,-0.87,1,0,1,12.804,1.1009,0
54,830,55,22.27,3.63,1,0,1,12.804,1.1009,0
54,831,50,12.27,0.63,1,0,1,12.804,1.1009,0
54,832,42,17.27,-0.37,0,0,1,12.804,1.1009,0
54,833,54,22.27,2.63,0,0,1,12.804,1.1009,0
54,834,50,12.27,3.63,1,0,1,12.804,1.1009,0
54,835,53,22.27,3.13,0,0,1,12.804,1.1009,0
54,836,49,12.27,1.13,1,0,1,12.804,1.1009,0
54,837,49,12.27,1.63,0,0,1,12.804,1.1009,0
54,838,51,22.27,-0.37,1,0,1,12.804,1.1009,0
54,839,54,22.27,3.63,0,0,1,12.804,1.1009,0
54,840,53,12.27,1.63,1,0,1,12.804,1.1009,0
54,841,46,15.27,1.13,0,0,1,12.804,1.1009,0
54,842,34,5.27,-1.37,0,0,1,12.804,1.1009,0
54,843,47,15.27,1.13,1,0,1,12.804,1.1009,0
54,844,42,-10.73,0.13,0,0,1,12.804,1.1009,0
54,845,51,22.27,6.13,1,0,1,12.804,1.1009,0
54,846,44,15.27,1.13,0,0,1,12.804,1.1009,0
54,847,36,-7.73,1.13,1,0,1,12.804,1.1009,0
54,848,40,-7.73,1.63,0,0,1,12.804,1.1009,0
54,849,50,17.27,4.63,1,0,1,12.804,1.1009,0
54,850,23,17.27,-1.37,0,0,1,12.804,1.1009,0
54,851,51,22.27,1.13,1,0,1,12.804,1.1009,0
54,852,45,17.27,-0.37,1,0,1,12.804,1.1009,0
54,853,44,15.27,-0.37,0,0,1,12.804,1.1009,0
54,854,34,10.27,-0.37,1,0,1,12.804,1.1009,0
54,855,48,7.27,0.13,1,0,1,12.804,1.1009,0
55,856,37,12.27,-4.87,0,0,2,7.806,0.1498,0
55,857,39,0.27,-1.37,0,0,2,7.806,0.1498,0
55,858,54,22.27,3.63,1,0,2,7.806,0.1498,0
55,859,46,2.27,0.63,0,0,2,7.806,0.1498,0
55,860,54,17.27,2.63,1,0,2,7.806,0.1498,0
55,861,44,2.27,-0.87,0,0,2,7.806,0.1498,0
55,862,40,2.27,0.63,1,0,2,7.806,0.1498,0
55,863,31,2.27,-1.87,1,0,2,7.806,0.1498,0
55,864,46,22.27,-0.87,0,0,2,7.806,0.1498,0
55,865,23,-7.73,-2.37,1,0,2,7.806,0.1498,0
55,866,52,22.27,4.13,1,0,2,7.806,0.1498,0
55,867,44,10.27,1.63,0,0,2,7.806,0.1498,0
55,868,40,17.27,1.13,0,0,2,7.806,0.1498,0
55,869,37,2.27,0.63,0,0,2,7.806,0.1498,0
55,870,38,-0.73,-0.37,0,0,2,7.806,0.1498,0
55,871,34,-7.73,-4.87,1,0,2,7.806,0.1498,0
55,872,51,17.27,5.63,0,0,2,7.806,0.1498,0
55,873,40,15.27,-2.37,0,0,2,7.806,0.1498,0
55,874,39,2.27,0.13,1,0,2,7.806,0.1498,0
55,875,23,-17.73,0.63,0,0,2,7.806,0.1498,0
55,876,39,2.27,-1.37,0,0,2,7.806,0.1498,0
55,877,44,12.27,3.63,1,0,2,7.806,0.1498,0
55,878,42,12.27,0.63,1,0,2,7.806,0.1498,0
55,879,40,2.27,0.13,0,0,2,7.806,0.1498,0
55,880,41,22.27,0.13,1,0,2,7.806,0.1498,0
55,881,51,17.27,-0.87,0,0,2,7.806,0.1498,0
55,882,43,12.27,0.63,1,0,2,7.806,0.1498,0
55,883,33,2.27,1.13,0,0,2,7.806,0.1498,0
55,884,42,7.27,-1.37,1,0,2,7.806,0.1498,0
55,885,48,7.27,0.13,0,0,2,7.806,0.1498,0
57,902,33,-7.73,0.13,0,1,1,11.619,0.0947,0.111
57,903,33,2.27,0.13,0,0,1,11.619,0.0947,0.111
57,904,33,12.27,-0.37,0,0,1,11.619,0.0947,0.111
57,905,39,12.27,1.13,0,0,1,11.619,0.0947,0.111
57,906,47,12.27,0.13,0,0,1,11.619,0.0947,0.111
57,907,42,2.27,1.13,0,0,1,11.619,0.0947,0.111
57,908,44,22.27,1.63,0,0,1,11.619,0.0947,0.111
57,909,50,12.27,2.13,0,0,1,11.619,0.0947,0.111
57,910,33,2.27,-0.37,0,0,1,11.619,0.0947,0.111
57,911,41,12.27,1.13,0,0,1,11.619,0.0947,0.111
57,912,45,12.27,-3.37,1,0,1,11.619,0.0947,0.111
57,913,40,17.27,-0.87,1,0,1,11.619,0.0947,0.111
57,914,52,7.27,1.13,1,0,1,11.619,0.0947,0.111
57,915,45,17.27,-1.37,1,0,1,11.619,0.0947,0.111
57,916,55,22.27,3.13,1,0,1,11.619,0.0947,0.111
57,917,35,12.27,-0.37,1,1,1,11.619,0.0947,0.111
57,918,54,22.27,-0.37,1,0,1,11.619,0.0947,0.111
57,919,42,22.27,3.63,1,0,1,11.619,0.0947,0.111
57,920,41,22.27,0.13,1,1,1,11.619,0.0947,0.111
57,921,45,12.27,-0.87,1,0,1,11.619,0.0947,0.111
57,922,29,12.27,-1.87,1,0,1,11.619,0.0947,0.111
57,923,26,7.27,-4.37,1,0,1,11.619,0.0947,0.111
57,924,53,2.27,3.63,1,0,1,11.619,0.0947,0.111
57,925,41,2.27,-0.87,1,0,1,11.619,0.0947,0.111
58,927,30,-6.73,0.63,0,0,5,8.339,0.4189,0.095
58,929,42,0.27,-0.87,1,0,5,8.339,0.4189,0.095
58,930,23,-7.73,-3.87,1,0,5,8.339,0.4189,0.095
58,932,41,16.27,0.13,0,0,5,8.339,0.4189,0.095
58,933,31,-8.73,0.13,1,0,5,8.339,0.4189,0.095
58,935,38,4.27,1.13,1,0,5,8.339,0.4189,0.095
58,936,26,18.27,-0.87,1,0,5,8.339,0.4189,0.095
58,938,40,21.27,-0.87,0,0,5,8.339,0.4189,0.095
58,940,46,13.27,4.13,1,0,5,8.339,0.4189,0.095
58,941,41,12.27,0.13,0,0,5,8.339,0.4189,0.095
58,942,46,6.27,-1.37,0,1,5,8.339,0.4189,0.095
58,943,50,15.27,3.63,1,0,5,8.339,0.4189,0.095
58,944,51,15.27,1.63,1,0,5,8.339,0.4189,0.095
58,945,53,12.27,2.63,1,0,5,8.339,0.4189,0.095
58,946,53,13.27,5.63,1,0,5,8.339,0.4189,0.095
60,949,38,3.27,-1.87,0,0,1,6.811,-0.4438,0.143
60,951,22,22.27,-2.37,1,1,1,6.811,-0.4438,0.143
60,952,41,5.27,0.63,1,0,1,6.811,-0.4438,0.143
60,953,31,5.27,-0.37,0,0,1,6.811,-0.4438,0.143
60,954,48,-2.73,1.63,0,0,1,6.811,-0.4438,0.143
60,955,26,5.27,-3.87,0,0,1,6.811,-0.4438,0.143
60,956,36,12.27,1.13,0,0,1,6.811,-0.4438,0.143
60,957,47,22.27,0.13,1,0,1,6.811,-0.4438,0.143
60,958,48,9.27,2.13,0,0,1,6.811,-0.4438,0.143
60,959,52,12.27,2.13,1,0,1,6.811,-0.4438,0.143
60,960,37,-7.73,0.13,1,0,1,6.811,-0.4438,0.143
61,974,33,-1.73,2.63,1,0,2,-0.102,0.3183,0.074
61,981,45,-4.73,-0.37,0,0,2,-0.102,0.3183,0.074
61,982,19,-17.73,-4.37,0,1,2,-0.102,0.3183,0.074
61,983,50,-2.73,3.13,1,0,2,-0.102,0.3183,0.074
61,984,39,2.27,-2.87,0,0,2,-0.102,0.3183,0.074
61,985,40,-0.73,3.13,0,0,2,-0.102,0.3183,0.074
61,986,29,-7.73,-3.87,1,0,2,-0.102,0.3183,0.074
61,987,49,22.27,-1.87,1,0,2,-0.102,0.3183,0.074
61,988,51,2.27,3.13,1,0,2,-0.102,0.3183,0.074
61,989,56,9.27,4.13,1,0,2,-0.102,0.3183,0.074
61,990,41,-17.73,-0.37,1,0,2,-0.102,0.3183,0.074
61,991,27,-9.73,1.13,0,0,2,-0.102,0.3183,0.074
61,992,31,-17.73,-1.37,1,1,2,-0.102,0.3183,0.074
61,993,48,15.27,0.63,1,0,2,-0.102,0.3183,0.074
61,994,40,9.27,0.13,0,0,2,-0.102,0.3183,0.074
61,995,33,-0.73,-0.87,1,0,2,-0.102,0.3183,0.074
61,996,38,2.27,-0.37,0,0,2,-0.102,0.3183,0.074
61,997,40,-2.73,-1.87,1,0,2,-0.102,0.3183,0.074
61,998,39,-4.73,-1.37,0,0,2,-0.102,0.3183,0.074
61,999,43,-2.73,2.63,1,0,2,-0.102,0.3183,0.074
61,1000,46,2.27,1.63,0,0,2,-0.102,0.3183,0.074
62,1002,51,-2.73,4.13,0,0,3,8.545,1.6786,0
62,1003,47,22.27,-1.37,1,0,3,8.545,1.6786,0
62,1004,49,12.27,5.63,1,0,3,8.545,1.6786,0
62,1005,43,22.27,1.63,0,0,3,8.545,1.6786,0
62,1006,43,2.27,0.63,1,0,3,8.545,1.6786,0
62,1007,53,2.27,2.63,0,0,3,8.545,1.6786,0
62,1008,40,17.27,0.13,0,0,3,8.545,1.6786,0
62,1009,53,22.27,0.63,1,0,3,8.545,1.6786,0
62,1010,48,2.27,1.63,0,0,3,8.545,1.6786,0
62,1011,36,2.27,2.13,0,0,3,8.545,1.6786,0
62,1012,50,2.27,0.13,0,0,3,8.545,1.6786,0
62,1013,54,2.27,5.63,1,0,3,8.545,1.6786,0
62,1014,42,12.27,0.13,1,0,3,8.545,1.6786,0
62,1015,51,-7.73,1.13,0,0,3,8.545,1.6786,0
62,1016,43,-7.73,-0.37,0,0,3,8.545,1.6786,0
62,1017,51,12.27,4.13,0,0,3,8.545,1.6786,0
62,1018,53,22.27,5.63,0,0,3,8.545,1.6786,0
62,1019,49,22.27,2.63,1,0,3,8.545,1.6786,0
62,1020,41,2.27,-0.37,1,0,3,8.545,1.6786,0
62,1021,44,2.27,-0.37,1,0,3,8.545,1.6786,0
